signal_index,symbol,signal_date,market_cap,sector,status,signal_candle_high,entry_price,entry_date,entry_candle_index,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
253,DCW,02-05-2014,Smallcap,Energy,Completed,18.58,18.58,2014-06-01,4.0,23.81,2014-10-01,Target 1 - Red Doji,4,28.19,110.67,6.41,30.64,2014-09-01,12.76,16.94,23.81,16.94
254,EIDPARRY,02-05-2014,Midcap,FMCG,Completed,185.96,185.96,2014-06-01,4.0,173.53,2014-07-01,Stop Loss,1,-6.68,-56.39,-6.68,205.49,2014-06-01,9.59,173.53,,172.46
255,ELECTCAST,02-05-2014,Midcap,Industrials,Completed,28.78,28.78,2014-06-01,4.0,24.49,2014-07-01,Stop Loss,1,-14.9,-85.57,-14.9,30.47,2014-06-01,19.2,24.49,,18.16
256,JISLJALEQS,02-05-2014,Smallcap,Plastic products,Completed,116.47,116.47,2014-06-01,4.0,93.98,2014-07-01,Stop Loss,1,-19.31,-92.38,-19.31,122.43,2014-07-01,22.77,93.98,,81.73
257,MANALIPETC,02-05-2014,Smallcap,Energy,Completed,10.72,10.72,2014-06-01,4.0,9.3,2014-07-01,Stop Loss,1,-13.24,-81.8,-13.24,11.11,2014-06-01,18.38,9.3,31.2,
258,UNIENTER,02-05-2014,Smallcap,Services,Completed,25.82,25.82,2014-06-01,4.0,24.51,2014-07-01,Stop Loss,1,-5.06,-46.37,-5.06,29.08,2014-07-01,16.86,24.51,,23.33
259,TATASTEEL,02-05-2014,Largecap,Metals & Mining,Completed,34.66,34.66,2014-06-01,4.0,32.8,2014-09-01,Stop Loss,3,-5.38,-19.84,-1.83,40.64,2014-08-01,6.9,32.8,,32.8
260,GNFC,02-05-2014,Midcap,Chemicals,Completed,74.88,74.88,2014-06-01,4.0,69.1,2014-07-01,Stop Loss,1,-7.71,-61.83,-7.71,84.9,2014-07-01,9.25,69.1,,64.0
261,NOCIL,02-05-2014,Smallcap,Chemicals,Completed,20.05,20.05,2014-06-01,4.0,18.73,2014-07-01,Stop Loss,1,-6.6,-55.91,-6.6,22.48,2014-06-01,13.83,18.73,33.31,32.87
262,NIPPOBATRY,02-05-2014,Smallcap,Industrials,Completed,170.25,170.25,2014-06-01,4.0,165.01,2014-07-01,Stop Loss,1,-3.08,-31.3,-3.08,176.1,2014-07-01,12.86,165.01,287.74,359.7
263,BHARATGEAR,02-05-2014,Smallcap,Auto,Completed,36.56,36.56,2014-07-01,5.0,43.76,2015-03-01,Target 1 - Red Doji,8,19.69,30.94,2.27,62.48,2015-01-01,8.39,33.34,43.76,33.34
264,PRAKASH,02-05-2014,Smallcap,Metals & Mining,Completed,98.24,98.24,2014-07-01,5.0,57.09,2014-08-01,Stop Loss,1,-41.89,-99.85,-41.89,101.2,2014-07-01,45.65,57.09,,57.09
265,IVP,02-05-2014,Smallcap,Chemicals,Completed,39.48,39.48,2014-06-01,4.0,42.98,2014-12-01,Target 2 - Below 21 EMA,6,8.85,18.49,1.42,65.0,2014-09-01,14.44,,,42.98
266,EVERESTIND,02-05-2014,Smallcap,Building Materials,Completed,159.64,159.64,2014-06-01,4.0,261.26,2015-10-01,Target 1 - Red Doji,16,63.65,44.69,3.13,384.36,2015-07-01,5.0,,261.26,261.26
267,STCINDIA,02-05-2014,Smallcap,Services,Completed,247.5,247.5,2017-01-01,35.0,158.8,2017-02-01,Stop Loss,1,-35.84,-99.51,-35.84,251.4,2017-01-01,37.64,158.8,,
268,SSWL,02-05-2014,Smallcap,Auto,Completed,18.71,18.71,2014-06-01,4.0,26.79,2015-03-01,Target 2 - Below 21 EMA,9,43.22,61.43,4.07,37.87,2015-01-01,17.96,,,26.79
269,BSL,02-05-2014,Smallcap,Textiles,Completed,24.1,24.1,2014-06-01,4.0,23.06,2014-08-01,Stop Loss,2,-4.32,-23.26,-2.18,27.91,2014-07-01,21.04,23.06,,27.01
270,SANGAMIND,02-05-2014,Smallcap,Textiles,Completed,39.15,39.15,2014-06-01,4.0,66.48,2015-02-01,Target 1 - Red Doji,8,69.81,121.29,6.84,84.09,2014-12-01,14.61,,66.48,
271,ASAHIINDIA,02-05-2014,Largecap,Building Materials,Completed,72.21,72.21,2014-06-01,4.0,127.16,2015-04-01,Target 1 - Red Doji,10,76.1,97.2,5.82,154.26,2015-03-01,13.22,,127.16,
272,VINDHYATEL,02-05-2014,Smallcap,Realty,Completed,211.25,211.25,2014-06-01,4.0,458.54,2015-03-01,Target 1 - Red Doji,9,117.06,181.05,8.99,533.67,2015-01-01,8.31,,458.54,536.4
273,ADOR,02-05-2014,Smallcap,Industrials,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
274,SUBROS,02-05-2014,Midcap,Auto,Completed,35.18,35.18,2014-06-01,4.0,58.99,2015-02-01,Target 1 - Red Doji,8,67.67,117.11,6.67,77.79,2014-11-01,10.13,,58.99,
275,GIPCL,02-05-2014,Smallcap,Power & Utilities,Completed,67.46,67.46,2014-06-01,4.0,61.42,2014-07-01,Stop Loss,1,-8.95,-67.53,-8.95,75.62,2014-07-01,10.11,61.42,,55.46
276,KPIL,02-05-2014,Largecap,Realty,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
277,PEARLPOLY,02-05-2014,Smallcap,Plastic products,Completed,14.75,14.75,2014-07-01,5.0,12.0,2014-08-01,Stop Loss,1,-18.64,-91.59,-18.64,14.9,2014-07-01,32.2,12.0,,10.05
278,JMFINANCIL,02-05-2014,Midcap,Financials,Completed,30.43,30.43,2014-06-01,4.0,39.1,2015-03-01,Target 1 - Red Doji,9,28.5,39.7,2.83,47.81,2015-02-01,12.37,,39.1,35.82
279,DREDGECORP,02-05-2014,Smallcap,Miscellaneous,Completed,550.02,550.02,2017-03-01,37.0,627.97,2017-04-01,End of Data,1,14.17,390.65,14.17,710.58,2017-03-01,21.05,,,
280,KOPRAN,02-05-2014,Smallcap,Healthcare,Completed,36.61,36.61,2014-06-01,4.0,40.97,2015-02-01,Target 2 - Below 21 EMA,8,11.93,18.42,1.42,67.5,2014-09-01,10.41,,,40.97
281,PANACEABIO,02-05-2014,Smallcap,Healthcare,Completed,166.48,166.48,2014-06-01,4.0,141.88,2014-07-01,Stop Loss,1,-14.78,-85.32,-14.78,168.69,2014-06-01,20.32,141.88,,134.49
282,BANKINDIA,02-05-2014,Largecap,Bank,No Entry,305.3,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
283,NSIL,02-05-2014,Smallcap,Financials,Completed,815.0,815.0,2014-06-01,4.0,741.25,2014-07-01,Stop Loss,1,-9.05,-67.96,-9.05,875.0,2014-06-01,13.36,741.25,782.15,712.75
284,APARINDS,02-05-2014,Largecap,Industrials,Completed,191.52,191.52,2014-06-01,4.0,321.9,2015-01-01,Target 1 - Red Doji,7,68.08,143.54,7.7,404.88,2014-11-01,11.23,,321.9,289.35
285,RAMCOIND,02-05-2014,Smallcap,Building Materials,Completed,56.55,56.55,2014-06-01,4.0,74.25,2015-04-01,Target 1 - Red Doji,10,31.32,38.67,2.76,99.32,2015-01-01,11.17,,74.25,77.69
286,AXISCADES,02-05-2014,Midcap,Aerospace & Defence,Completed,72.1,72.1,2014-06-01,4.0,188.0,2016-02-01,Target 2 - Below 21 EMA,20,160.75,77.72,4.91,396.2,2015-04-01,2.91,,,188.0
287,CANBK,02-05-2014,Largecap,Bank,Completed,79.78,79.78,2014-06-01,4.0,64.83,2014-07-01,Stop Loss,1,-18.74,-91.7,-18.74,80.77,2014-06-01,22.41,64.83,,57.48
288,PTC,02-05-2014,Smallcap,Power & Utilities,Completed,50.55,50.55,2014-06-01,4.0,43.72,2014-07-01,Stop Loss,1,-13.51,-82.47,-13.51,54.4,2014-06-01,19.38,43.72,45.44,43.11
289,STAR,02-05-2014,Midcap,Healthcare,Completed,402.25,402.25,2014-06-01,4.0,1060.91,2015-09-01,Target 1 - Red Doji,15,163.74,117.24,6.68,1193.84,2015-08-01,7.7,,1060.91,764.17
290,CENTURYPLY,02-05-2014,Midcap,Building Materials,Completed,58.85,58.85,2014-06-01,4.0,199.71,2015-07-01,Target 1 - Red Doji,13,239.34,208.9,9.85,250.89,2015-03-01,1.44,,199.71,146.85
291,JSWHL,02-05-2014,Midcap,Financials,Completed,877.2,877.2,2014-07-01,5.0,809.2,2014-08-01,Stop Loss,1,-7.75,-62.03,-7.75,915.0,2014-07-01,12.55,809.2,,872.55
292,REPRO,02-05-2014,Smallcap,Miscellaneous,Completed,177.83,177.83,2014-06-01,4.0,393.22,2015-08-01,Target 1 - Red Doji,14,121.12,97.42,5.83,594.45,2015-05-01,7.48,,393.22,370.88
293,SAKUMA,02-05-2014,Smallcap,Services,Completed,0.43,0.43,2014-06-01,4.0,0.39,2014-07-01,Stop Loss,1,-10.4,-73.23,-10.4,0.62,2014-06-01,21.8,0.39,0.4,0.36
294,GALLANTT,02-05-2014,Midcap,Metals & Mining,Completed,25.96,25.96,2014-08-01,6.0,17.7,2014-09-01,Stop Loss,1,-31.82,-98.99,-31.82,26.55,2014-08-01,36.17,17.7,,17.7
295,VOLTAMP,02-05-2014,Midcap,Industrials,Completed,574.16,574.16,2014-06-01,4.0,559.98,2014-07-01,Stop Loss,1,-2.47,-25.94,-2.47,615.77,2014-07-01,10.87,559.98,583.89,540.35
296,OSWALGREEN,02-05-2014,Smallcap,Financials,Completed,34.85,34.85,2014-06-01,4.0,30.64,2014-07-01,Stop Loss,1,-12.09,-78.7,-12.09,53.6,2014-06-01,17.93,30.64,,28.27
297,ANDHRSUGAR,02-05-2014,Smallcap,Chemicals,Completed,18.71,18.71,2014-06-01,4.0,19.58,2014-10-01,Target 1 - Red Doji,4,4.64,14.57,1.14,22.2,2014-09-01,6.03,17.37,19.58,17.37
298,SKMEGGPROD,02-05-2014,Smallcap,FMCG,Completed,13.68,13.68,2014-07-01,5.0,127.46,2015-07-01,Target 1 - Red Doji,12,831.77,831.77,20.44,177.47,2015-04-01,29.77,,127.46,116.76
299,NIFTYMETAL,02-05-2014,Smallcap,Indices,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
300,BALRAMCHIN,02-06-2014,Midcap,FMCG,Completed,77.46,77.46,2016-01-01,21.0,71.69,2016-02-01,Stop Loss,1,-7.45,-60.49,-7.45,83.67,2016-02-01,20.35,71.69,,
301,BEML,02-06-2014,Midcap,Aerospace & Defence,Completed,682.98,682.98,2015-01-01,9.0,808.75,2015-05-01,Target 1 - Red Doji,4,18.41,66.04,4.32,935.73,2015-04-01,14.71,,808.75,819.1
302,IFCI,02-06-2014,Midcap,Financials,No Entry,40.52,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
303,IDBI,02-06-2014,Largecap,Bank,No Entry,108.68,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
304,DHAMPURSUG,02-06-2014,Smallcap,FMCG,Completed,56.5,56.5,2015-11-01,19.0,54.63,2015-12-01,Stop Loss,1,-3.31,-33.22,-3.31,61.56,2015-11-01,21.91,54.63,46.28,
305,ESTER,02-06-2014,Smallcap,Industrials,Completed,20.42,20.42,2014-07-01,3.0,18.65,2014-08-01,Stop Loss,1,-8.64,-66.18,-8.64,20.72,2014-07-01,17.93,18.65,,17.12
306,GHCL,02-06-2014,Midcap,Chemicals,Completed,46.28,46.28,2014-07-01,3.0,54.67,2015-02-01,Target 2 - Below 21 EMA,7,18.14,33.09,2.41,82.76,2014-09-01,21.71,,,54.67
307,HCC,02-06-2014,Smallcap,Realty,Completed,42.62,42.62,2014-07-01,3.0,34.0,2014-08-01,Stop Loss,1,-20.21,-93.34,-20.21,44.01,2014-07-01,33.05,34.0,29.7,29.7
308,HMT,02-06-2014,Midcap,Industrials,Completed,52.3,52.3,2014-07-01,3.0,42.0,2014-08-01,Stop Loss,1,-19.69,-92.81,-19.69,59.15,2014-07-01,22.37,42.0,,31.55
309,IGPL,02-06-2014,Smallcap,Chemicals,Completed,55.53,55.53,2014-07-01,3.0,44.74,2014-08-01,Stop Loss,1,-19.42,-92.51,-19.42,57.87,2014-07-01,21.22,44.74,,48.55
310,JINDALPOLY,02-06-2014,Smallcap,Textiles,Completed,245.89,245.89,2014-07-01,3.0,218.95,2015-01-01,Stop Loss,6,-10.96,-20.71,-1.92,324.37,2014-09-01,20.18,218.95,,218.95
311,MAHSEAMLES,02-06-2014,Midcap,Industrials,Completed,146.51,146.51,2014-08-01,4.0,138.0,2014-09-01,Stop Loss,1,-5.81,-51.22,-5.81,157.3,2014-09-01,20.63,138.0,135.04,126.21
312,OILCOUNTUB,02-06-2014,Smallcap,Metals & Mining,No Entry,67.5,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
313,AMJLAND,02-06-2014,Smallcap,Realty,Completed,16.05,16.05,2015-01-01,9.0,14.29,2015-02-01,Stop Loss,1,-10.92,-75.02,-10.92,17.07,2015-01-01,23.68,14.29,25.6,14.14
314,ROLTA,02-06-2014,Smallcap,I.T,Completed,112.46,112.46,2014-07-01,3.0,99.54,2014-08-01,Stop Loss,1,-11.49,-76.89,-11.49,116.18,2014-07-01,15.52,99.54,,90.97
315,TATAPOWER,02-06-2014,Largecap,Power & Utilities,No Entry,97.33,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
316,WSTCSTPAPR,02-06-2014,Smallcap,Building Materials,Completed,62.26,62.26,2015-07-01,15.0,53.96,2015-08-01,Stop Loss,1,-13.33,-82.03,-13.33,68.91,2015-07-01,26.65,53.96,52.67,51.3
317,UCAL,02-06-2014,Smallcap,Auto,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
318,EIHOTEL,02-06-2014,Largecap,Services,Completed,97.58,97.58,2014-08-01,4.0,93.44,2014-09-01,Stop Loss,1,-4.24,-40.56,-4.24,103.33,2014-09-01,13.99,93.44,,97.97
319,HIRECT,02-06-2014,Smallcap,Consumer Discretionary,Completed,61.0,61.0,2014-11-01,7.0,61.37,2015-03-01,Target 2 - Below 21 EMA,4,0.6,1.82,0.15,99.79,2015-01-01,14.38,,,61.37
320,TIL,02-06-2014,Smallcap,Industrials,Completed,387.25,387.25,2014-07-01,3.0,372.5,2014-08-01,Stop Loss,1,-3.81,-37.26,-3.81,447.57,2014-07-01,12.04,372.5,346.25,494.84
321,ELECON,02-06-2014,Midcap,Industrials,Completed,32.57,32.57,2015-03-01,11.0,31.18,2015-05-01,Stop Loss,2,-4.27,-23.02,-2.16,37.72,2015-04-01,27.37,31.18,,30.98
322,FMGOETZE,02-06-2014,Smallcap,Auto,Completed,277.0,277.0,2014-09-01,5.0,365.0,2015-06-01,Target 2 - Below 21 EMA,9,31.77,44.46,3.11,509.0,2015-04-01,8.3,,,365.0
323,VISAKAIND,02-06-2014,Smallcap,Building Materials,Completed,19.38,19.38,2014-07-01,3.0,16.39,2014-08-01,Stop Loss,1,-15.42,-86.61,-15.42,19.44,2014-07-01,18.52,16.39,17.47,16.96
324,CEMPRO,02-06-2014,Midcap,Realty,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
325,BIRLANU,02-06-2014,Smallcap,Building Materials,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
326,INDIANCARD,02-06-2014,Smallcap,Textiles,Completed,106.89,106.89,2014-07-01,3.0,89.41,2014-08-01,Stop Loss,1,-16.36,-88.28,-16.36,129.7,2014-07-01,18.6,89.41,,89.41
327,JAYSREETEA,02-06-2014,Smallcap,FMCG,Completed,106.81,106.81,2016-07-01,27.0,97.94,2016-09-01,Stop Loss,2,-8.31,-40.57,-4.24,117.45,2016-07-01,15.23,97.94,,91.83
328,SHIVATEX,02-06-2014,Smallcap,Textiles,Completed,39.49,39.49,2014-09-01,5.0,33.73,2014-10-01,Stop Loss,1,-14.61,-84.96,-14.61,42.63,2014-09-01,27.65,33.73,289.61,
329,VLSFINANCE,02-06-2014,Smallcap,Financials,Completed,21.88,21.88,2014-07-01,3.0,19.41,2014-08-01,Stop Loss,1,-11.27,-76.19,-11.27,24.07,2014-07-01,23.36,19.41,,32.19
330,KOHINOOR,02-06-2014,Smallcap,FMCG,Completed,59.75,59.75,2014-09-01,5.0,46.75,2014-10-01,Stop Loss,1,-21.76,-94.74,-21.76,61.1,2014-09-01,25.36,46.75,,43.15
331,NAVA,02-06-2014,Midcap,Miscellaneous,Completed,55.58,55.58,2014-07-01,3.0,41.89,2014-08-01,Stop Loss,1,-24.62,-96.64,-24.62,60.43,2014-07-01,27.89,41.89,,41.89
332,SSWL,02-06-2014,Smallcap,Auto,Completed,27.49,27.49,2014-07-01,3.0,26.5,2014-08-01,Stop Loss,1,-3.63,-35.87,-3.63,30.88,2014-08-01,11.71,26.5,,26.79
333,USHAMART,02-06-2014,Midcap,Metals & Mining,Completed,43.26,43.26,2014-08-01,4.0,22.4,2014-09-01,Stop Loss,1,-48.22,-99.96,-48.22,45.57,2014-08-01,52.0,22.4,,22.4
334,NAHARINDUS,02-06-2014,Smallcap,Textiles,Completed,81.48,81.48,2016-06-01,26.0,91.12,2016-11-01,Target 1 - Red Doji,5,11.83,30.77,2.26,128.92,2016-07-01,16.61,,91.12,
335,OMAXAUTO,02-06-2014,Smallcap,Auto,Completed,55.02,55.02,2014-09-01,5.0,52.05,2014-10-01,Stop Loss,1,-5.39,-48.58,-5.39,58.27,2014-09-01,25.22,52.05,47.84,47.84
336,SICALLOG,02-06-2014,Smallcap,Transportation,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
337,PRAJIND,02-06-2014,Midcap,Industrials,Completed,64.35,64.35,2014-11-01,7.0,50.48,2014-12-01,Stop Loss,1,-21.55,-94.57,-21.55,65.89,2014-11-01,24.73,50.48,50.48,50.48
338,RIIL,02-06-2014,Smallcap,Transportation,No Entry,613.23,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
339,SIMPLEXINF,02-06-2014,Smallcap,Realty,Completed,352.34,352.34,2014-07-01,3.0,277.82,2014-08-01,Stop Loss,1,-21.15,-94.22,-21.15,385.13,2014-07-01,36.77,277.82,,212.59
340,RCF,02-06-2014,Midcap,Chemicals,Completed,52.56,52.56,2014-11-01,7.0,49.45,2015-01-01,Stop Loss,2,-5.91,-30.62,-3.0,55.54,2014-11-01,15.98,49.45,,42.98
341,SANGHIIND,02-06-2014,Smallcap,Building Materials,Completed,31.6,31.6,2014-08-01,4.0,50.55,2014-12-01,Target 1 - Red Doji,4,59.97,309.36,12.46,65.8,2014-10-01,13.77,,50.55,49.15
342,BANARBEADS,02-06-2014,Smallcap,Building Materials,Completed,30.84,30.84,2014-07-01,3.0,29.82,2014-08-01,Stop Loss,1,-3.32,-33.28,-3.32,33.46,2014-08-01,18.37,29.82,,32.58
343,INDIACEM,02-06-2014,Midcap,Building Materials,Completed,124.96,124.96,2014-09-01,5.0,106.57,2014-10-01,Stop Loss,1,-14.72,-85.2,-14.72,128.31,2014-09-01,23.09,106.57,106.57,92.15
344,JUBLPHARMA,02-06-2014,Midcap,Healthcare,Completed,147.1,147.1,2015-07-01,15.0,248.54,2016-05-01,Target 1 - Red Doji,10,68.97,87.65,5.39,311.76,2015-12-01,23.33,,248.54,
345,SANGHVIMOV,02-06-2014,Smallcap,Miscellaneous,Completed,77.63,77.63,2014-07-01,3.0,66.27,2014-08-01,Stop Loss,1,-14.63,-85.02,-14.63,83.7,2014-07-01,19.46,66.27,159.95,129.01
346,SAREGAMA,02-06-2014,Midcap,Media,Completed,11.24,11.24,2014-07-01,3.0,11.04,2015-03-01,Target 2 - Below 21 EMA,8,-1.74,-2.6,-0.22,16.65,2014-08-01,18.01,,,11.04
347,BALAJITELE,02-06-2014,Smallcap,Media,Completed,75.04,75.04,2014-08-01,4.0,70.93,2014-11-01,Stop Loss,3,-5.48,-20.17,-1.86,88.76,2014-09-01,14.39,70.93,,68.11
348,IOB,02-06-2014,Largecap,Bank,No Entry,89.39,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
349,TAJGVK,02-06-2014,Smallcap,Services,Completed,95.4,95.4,2014-07-01,3.0,85.35,2014-11-01,Stop Loss,4,-10.54,-28.39,-2.74,126.81,2014-08-01,13.09,85.35,,85.35
350,PONNIERODE,02-06-2014,Smallcap,FMCG,Completed,151.61,151.61,2014-08-01,4.0,138.53,2014-10-01,Stop Loss,2,-8.62,-41.79,-4.41,217.73,2014-10-01,14.17,138.53,,138.53
351,UNIONBANK,02-06-2014,Largecap,Bank,No Entry,210.66,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
352,TVSELECT,02-06-2014,Smallcap,I.T,Completed,33.4,33.4,2014-07-01,3.0,27.03,2014-08-01,Stop Loss,1,-19.07,-92.1,-19.07,34.43,2014-07-01,25.42,27.03,,32.5
353,MAHABANK,02-06-2014,Largecap,Bank,No Entry,47.46,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
354,NTPC,02-06-2014,Largecap,Power & Utilities,Completed,94.74,94.74,2016-08-01,28.0,86.9,2016-09-01,Stop Loss,1,-8.27,-64.51,-8.27,99.82,2016-08-01,8.7,86.9,86.9,
355,JINDALPHOT,02-06-2014,Smallcap,Financials,Completed,96.23,96.23,2014-07-01,3.0,84.35,2014-09-01,Stop Loss,2,-12.34,-54.63,-6.37,131.07,2014-08-01,20.39,84.35,,84.35
356,MSPL,02-06-2014,Smallcap,Metals & Mining,No Entry,35.6,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
357,HTMEDIA,02-06-2014,Smallcap,Media,Completed,110.29,110.29,2014-12-01,8.0,109.47,2015-03-01,Target 1 - Red Doji,3,-0.74,-2.92,-0.25,127.64,2015-02-01,13.78,94.65,109.47,94.65
358,GPIL,02-06-2014,Midcap,Metals & Mining,No Entry,45.74,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
359,KAMDHENU,02-06-2014,Smallcap,Metals & Mining,Completed,1.66,1.66,2014-07-01,3.0,2.32,2014-12-01,Target 1 - Red Doji,5,39.14,120.93,6.83,2.94,2014-11-01,5.29,,2.32,2.04
360,PFOCUS,02-06-2014,Midcap,Media,Completed,51.5,51.5,2014-07-01,3.0,49.0,2014-08-01,Stop Loss,1,-4.85,-44.96,-4.85,58.2,2014-07-01,6.02,49.0,,43.3
361,GMRAIRPORT,02-06-2014,Largecap,Miscellaneous,No Entry,33.66,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
362,ATLANTAA,02-06-2014,Smallcap,Realty,Completed,66.87,66.87,2014-07-01,3.0,63.68,2014-11-01,Stop Loss,4,-4.77,-13.65,-1.22,76.52,2014-08-01,14.12,63.68,,59.04
363,INSPIRISYS,02-06-2014,Smallcap,I.T,Completed,54.75,54.75,2014-08-01,4.0,65.7,2015-03-01,Target 2 - Below 21 EMA,7,20.0,36.69,2.64,130.4,2014-11-01,26.94,,,65.7
364,TORNTPOWER,02-06-2014,Largecap,Power & Utilities,Completed,135.3,135.3,2014-12-01,8.0,128.74,2015-03-01,Stop Loss,3,-4.85,-18.03,-1.64,146.53,2014-12-01,10.93,128.74,128.74,110.2
365,SOBHA,02-06-2014,Midcap,Realty,No Entry,517.98,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
366,ZEEMEDIA,02-06-2014,Smallcap,Media,Completed,21.6,21.6,2014-11-01,7.0,17.43,2014-12-01,Stop Loss,1,-19.27,-92.34,-19.27,22.52,2014-11-01,23.55,17.43,,16.93
367,XPROINDIA,02-06-2014,Smallcap,Industrials,Completed,27.46,27.46,2014-09-01,5.0,24.55,2014-12-01,Stop Loss,3,-10.6,-36.13,-3.67,29.74,2014-10-01,20.36,24.55,,24.55
368,FACT,02-06-2014,Largecap,Chemicals,Completed,44.3,44.3,2014-07-01,3.0,31.35,2014-08-01,Stop Loss,1,-29.25,-98.43,-29.25,48.34,2014-07-01,32.51,31.35,,31.35
369,SPIC,02-06-2014,Smallcap,Chemicals,Completed,24.69,24.69,2014-09-01,5.0,23.37,2014-10-01,Stop Loss,1,-5.32,-48.13,-5.32,28.39,2014-09-01,20.91,23.37,,19.66
370,SUNDRMBRAK,02-06-2014,Smallcap,Auto,Completed,257.83,257.83,2014-07-01,3.0,270.72,2014-10-01,Target 1 - Red Doji,3,5.0,21.55,1.64,342.45,2014-09-01,9.44,,270.72,310.1
371,LIQUIDBEES,02-06-2014,Smallcap,Indices,Completed,679.18,679.18,2014-07-01,3.0,777.81,2017-05-01,End of Data,34,14.52,4.9,0.4,777.82,2017-05-01,-0.49,,,
372,CHAMBLFERT,01-07-2014,Largecap,Chemicals,Completed,48.87,48.87,2014-09-01,4.0,47.47,2014-12-01,Stop Loss,3,-2.85,-10.93,-0.96,55.56,2014-11-01,12.85,47.47,47.28,45.05
373,INDIAGLYCO,01-07-2014,Smallcap,FMCG,Completed,64.56,64.56,2014-09-01,4.0,58.56,2014-10-01,Stop Loss,1,-9.29,-68.96,-9.29,70.54,2014-09-01,20.98,58.56,,52.77
374,ORIENTHOT,01-07-2014,Smallcap,Services,Completed,23.95,23.95,2014-09-01,4.0,20.83,2014-10-01,Stop Loss,1,-13.01,-81.23,-13.01,26.33,2014-09-01,16.75,20.83,,20.83
375,NELCO,01-07-2014,Smallcap,Telecom,Completed,67.1,67.1,2014-09-01,4.0,82.97,2015-01-01,Target 1 - Red Doji,4,23.66,89.09,5.45,109.07,2014-11-01,17.92,,82.97,67.1
376,LAKPRE,01-07-2014,Smallcap,Industrials,Completed,60.45,60.45,2014-11-01,6.0,46.5,2014-12-01,Stop Loss,1,-23.08,-95.71,-23.08,62.0,2014-11-01,25.56,46.5,46.5,45.5
377,PUNJABCHEM,01-07-2014,Smallcap,Chemicals,Completed,107.78,107.78,2014-08-01,3.0,103.26,2014-11-01,Stop Loss,3,-4.2,-15.76,-1.42,141.61,2014-09-01,21.08,103.26,103.26,170.82
378,JAGSNPHARM,01-07-2014,Smallcap,Healthcare,Completed,9.7,9.7,2014-08-01,3.0,8.21,2014-09-01,Stop Loss,1,-15.36,-86.48,-15.36,9.82,2014-08-01,27.61,8.21,,9.96
379,GUFICBIO,01-07-2014,Smallcap,Healthcare,Completed,14.51,14.51,2014-08-01,3.0,15.89,2015-01-01,Target 1 - Red Doji,5,9.48,24.27,1.83,23.28,2014-09-01,30.38,14.0,15.89,14.0
380,ZENITHEXPO,01-07-2014,Smallcap,Consumer Discretionary,Completed,62.0,62.0,2014-08-01,3.0,60.6,2014-09-01,Stop Loss,1,-2.26,-23.97,-2.26,65.0,2014-08-01,17.58,60.6,58.35,58.0
381,AARVEEDEN,01-07-2014,Smallcap,Textiles,Completed,57.4,57.4,2014-09-01,4.0,45.0,2014-10-01,Stop Loss,1,-21.6,-94.61,-21.6,58.75,2014-09-01,24.48,45.0,,45.0
382,ASHIMASYN,01-07-2014,Smallcap,Miscellaneous,Completed,7.76,7.76,2014-08-01,3.0,6.76,2014-09-01,Stop Loss,1,-12.87,-80.86,-12.87,9.1,2014-09-01,23.76,6.76,6.91,6.72
383,KEI,01-07-2014,Largecap,Industrials,Completed,35.42,35.42,2014-09-01,4.0,33.78,2014-10-01,Stop Loss,1,-4.63,-43.35,-4.63,38.36,2014-09-01,20.23,33.78,,
384,RICOAUTO,01-07-2014,Smallcap,Auto,Completed,20.31,20.31,2014-08-01,3.0,33.67,2015-02-01,Target 1 - Red Doji,6,65.79,174.86,8.79,43.78,2014-12-01,15.27,,33.67,35.6
385,SURYALAXMI,01-07-2014,Smallcap,Textiles,Completed,106.1,106.1,2014-08-01,3.0,100.94,2014-11-01,Stop Loss,3,-4.86,-18.08,-1.65,149.11,2014-09-01,15.77,100.94,,90.43
